year_code,quarter_code,commercial_district_code,apartment_avg_price_by_area_now,apartment_avg_price_by_area_previous,apartment_avg_diff
2022,4,3110008,3517158.3157894737,3517158.3157894737,0.0
2022,3,3110008,3517158.3157894737,3217611.2807017546,299547.0350877191
2022,2,3110008,3517158.3157894737,3217611.2807017546,299547.0350877191
2022,1,3110008,3517158.3157894737,3217611.2807017546,299547.0350877191
2022,4,3110009,2857368.240506329,2857368.240506329,0.0
2022,3,3110009,2857368.240506329,2521591.43373494,335776.8067713892
2022,2,3110009,2857368.240506329,2521591.43373494,335776.8067713892
2022,1,3110009,2857368.240506329,2521591.43373494,335776.8067713892
2022,4,3110010,4108306.476923077,4093369.13740458,14937.339518496767
2022,3,3110010,4093369.13740458,3656759.5563909775,436609.58101360267
2022,2,3110010,4093369.13740458,3656759.5563909775,436609.58101360267
2022,1,3110010,4093369.13740458,3656759.5563909775,436609.58101360267
2022,4,3110017,7036368.256097561,7036368.256097561,0.0
2022,3,3110017,7036368.256097561,5996061.073619632,1040307.1824779287
2022,2,3110017,7036368.256097561,5996061.073619632,1040307.1824779287
2022,1,3110017,7036368.256097561,5996061.073619632,1040307.1824779287
2022,4,3110018,3483411.1896551726,3483411.1896551726,0.0
2022,3,3110018,3483411.1896551726,3120269.9298245613,363141.2598306113
2022,2,3110018,3483411.1896551726,3120269.9298245613,363141.2598306113
2022,1,3110018,3483411.1896551726,3120269.9298245613,363141.2598306113
2022,4,3110020,2604513.8333333335,2604513.8333333335,0.0
2022,3,3110020,2604513.8333333335,2243476.4285714286,361037.40476190485
2022,2,3110020,2604513.8333333335,2243476.4285714286,361037.40476190485
2022,1,3110020,2604513.8333333335,2243476.4285714286,361037.40476190485
2022,4,3110001,3785831.356521739,3785831.356521739,0.0
2022,3,3110001,3785831.356521739,3326138.86440678,459692.4921149593
2022,2,3110001,3785831.356521739,3326138.86440678,459692.4921149593
2022,1,3110001,3785831.356521739,3326138.86440678,459692.4921149593
2022,4,3110002,5006810.892307692,5006810.892307692,0.0
2022,3,3110002,5006810.892307692,2600577.7352941176,2406233.1570135746
2022,2,3110002,5006810.892307692,2600577.7352941176,2406233.1570135746
2022,1,3110002,5006810.892307692,2600577.7352941176,2406233.1570135746
2022,4,3110003,3450905.3846153845,3450905.3846153845,0.0
2022,3,3110003,3450905.3846153845,2647712.8227848103,803192.5618305742
2022,2,3110003,3450905.3846153845,2647712.8227848103,803192.5618305742
2022,1,3110003,3450905.3846153845,2647712.8227848103,803192.5618305742
2022,4,3110004,2654339.6226415094,2654339.6226415094,0.0
2022,3,3110004,2654339.6226415094,2440833.34,213506.28264150955
2022,2,3110004,2654339.6226415094,2440833.34,213506.28264150955
2022,1,3110004,2654339.6226415094,2440833.34,213506.28264150955
2022,4,3110035,2972032.7551020407,2960081.5918367347,11951.163265306037
2022,3,3110035,2960081.5918367347,2516196.16,443885.4318367345
2022,2,3110035,2960081.5918367347,2516196.16,443885.4318367345
2022,1,3110035,2960081.5918367347,2516196.16,443885.4318367345
2022,4,3110012,6184013.6321839085,6184013.6321839085,0.0
2022,3,3110012,6184013.6321839085,4756153.368421053,1427860.263762856
2022,2,3110012,6184013.6321839085,4756153.368421053,1427860.263762856
2022,1,3110012,6184013.6321839085,4756153.368421053,1427860.263762856
2022,4,3110014,3864160.7032967033,3864160.7032967033,0.0
2022,3,3110014,3864160.7032967033,3372765.206185567,491395.4971111361
2022,2,3110014,3864160.7032967033,3372765.206185567,491395.4971111361
2022,1,3110014,3864160.7032967033,3372765.206185567,491395.4971111361
2022,4,3110016,3544000.3805309734,3544000.3805309734,0.0
